gender,age_group,incquart,educlevel,pmf for 0.0,pmf for 0.17,pmf for 0.33,pmf for 0.5,pmf for 0.67,pmf for 0.83,pmf for 1.0
Male,50–59,1,2,0.08333333333333333,0.0,0.08333333333333333,0.5,0.08333333333333333,0.08333333333333333,0.16666666666666666
Male,50–59,1,3,0.0,0.0,0.0,0.0,0.2,0.4,0.4
Male,50–59,1,4,0.06666666666666667,0.0,0.0,0.4,0.06666666666666667,0.2,0.26666666666666666
Male,50–59,2,1,0.08333333333333333,0.0,0.08333333333333333,0.25,0.08333333333333333,0.3333333333333333,0.16666666666666666
Male,50–59,2,2,0.06451612903225806,0.0,0.03225806451612903,0.25806451612903225,0.2903225806451613,0.2903225806451613,0.06451612903225806
Male,50–59,2,3,0.0,0.1,0.1,0.1,0.1,0.5,0.1
Male,50–59,2,4,0.0,0.125,0.0,0.125,0.125,0.375,0.25
Male,50–59,3,1,0.11764705882352941,0.0,0.11764705882352941,0.17647058823529413,0.17647058823529413,0.29411764705882354,0.11764705882352941
Male,50–59,3,2,0.020833333333333332,0.0,0.10416666666666667,0.16666666666666666,0.25,0.2708333333333333,0.1875
Male,50–59,3,3,0.027777777777777776,0.08333333333333333,0.0,0.1388888888888889,0.2777777777777778,0.25,0.2222222222222222
Male,50–59,3,4,0.0,0.0,0.047619047619047616,0.09523809523809523,0.2857142857142857,0.38095238095238093,0.19047619047619047
Male,50–59,4,1,0.0,0.0,0.0,0.2,0.4,0.0,0.4
Male,50–59,4,2,0.0196078431372549,0.0392156862745098,0.0196078431372549,0.21568627450980393,0.37254901960784315,0.29411764705882354,0.0392156862745098
Male,50–59,4,3,0.03333333333333333,0.016666666666666666,0.06666666666666667,0.2,0.2833333333333333,0.2833333333333333,0.11666666666666667
Male,50–59,4,4,0.007936507936507936,0.007936507936507936,0.06349206349206349,0.0873015873015873,0.3492063492063492,0.36507936507936506,0.11904761904761904
Male,60–69,1,1,0.4,0.0,0.0,0.2,0.2,0.0,0.2
Male,60–69,1,2,0.0,0.0,0.0,0.07142857142857142,0.5714285714285714,0.2857142857142857,0.07142857142857142
Male,60–69,1,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Male,60–69,1,4,0.0,0.0,0.0,0.14285714285714285,0.42857142857142855,0.42857142857142855,0.0
Male,60–69,2,1,0.21428571428571427,0.0,0.0,0.2857142857142857,0.07142857142857142,0.07142857142857142,0.35714285714285715
Male,60–69,2,2,0.13333333333333333,0.06666666666666667,0.0,0.1,0.1,0.3,0.3
Male,60–69,2,3,0.05555555555555555,0.0,0.05555555555555555,0.1111111111111111,0.16666666666666666,0.2777777777777778,0.3333333333333333
Male,60–69,2,4,0.0,0.0,0.0,0.14285714285714285,0.2857142857142857,0.42857142857142855,0.14285714285714285
Male,60–69,3,1,0.09090909090909091,0.18181818181818182,0.045454545454545456,0.09090909090909091,0.22727272727272727,0.22727272727272727,0.13636363636363635
Male,60–69,3,2,0.07692307692307693,0.038461538461538464,0.01282051282051282,0.21794871794871795,0.21794871794871795,0.2692307692307692,0.16666666666666666
Male,60–69,3,3,0.06976744186046512,0.023255813953488372,0.09302325581395349,0.13953488372093023,0.16279069767441862,0.32558139534883723,0.18604651162790697
Male,60–69,3,4,0.03333333333333333,0.0,0.13333333333333333,0.2,0.2,0.3333333333333333,0.1
Male,60–69,4,1,0.16666666666666666,0.0,0.0,0.08333333333333333,0.5,0.0,0.25
Male,60–69,4,2,0.039473684210526314,0.039473684210526314,0.039473684210526314,0.25,0.25,0.25,0.13157894736842105
Male,60–69,4,3,0.04878048780487805,0.024390243902439025,0.024390243902439025,0.24390243902439024,0.2926829268292683,0.1951219512195122,0.17073170731707318
Male,60–69,4,4,0.0364963503649635,0.014598540145985401,0.051094890510948905,0.17518248175182483,0.3284671532846715,0.24087591240875914,0.15328467153284672
Male,70+,1,1,0.0,0.0,0.0,0.0,0.0,0.5,0.5
Male,70+,1,2,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.2857142857142857
Male,70+,1,3,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Male,70+,1,4,0.2,0.0,0.2,0.0,0.2,0.2,0.2
Male,70+,2,1,0.14285714285714285,0.03571428571428571,0.07142857142857142,0.14285714285714285,0.17857142857142858,0.21428571428571427,0.21428571428571427
Male,70+,2,2,0.02857142857142857,0.05714285714285714,0.08571428571428572,0.14285714285714285,0.2857142857142857,0.22857142857142856,0.17142857142857143
Male,70+,2,3,0.0,0.0,0.2,0.2,0.2,0.26666666666666666,0.13333333333333333
Male,70+,2,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Male,70+,3,1,0.125,0.125,0.0625,0.1875,0.25,0.1875,0.0625
Male,70+,3,2,0.05263157894736842,0.07894736842105263,0.05263157894736842,0.10526315789473684,0.2631578947368421,0.2631578947368421,0.18421052631578946
Male,70+,3,3,0.041666666666666664,0.041666666666666664,0.0,0.2916666666666667,0.25,0.2916666666666667,0.08333333333333333
Male,70+,3,4,0.0,0.0,0.0,0.2777777777777778,0.3888888888888889,0.2777777777777778,0.05555555555555555
Male,70+,4,1,0.16666666666666666,0.0,0.0,0.16666666666666666,0.08333333333333333,0.5,0.08333333333333333
Male,70+,4,2,0.08108108108108109,0.0,0.13513513513513514,0.35135135135135137,0.21621621621621623,0.13513513513513514,0.08108108108108109
Male,70+,4,3,0.0,0.0,0.08333333333333333,0.16666666666666666,0.08333333333333333,0.4166666666666667,0.25
Male,70+,4,4,0.07058823529411765,0.047058823529411764,0.023529411764705882,0.16470588235294117,0.24705882352941178,0.32941176470588235,0.11764705882352941
