,C_t_max,paramater_value
0,1972.2892000757906,0.0
1,1909.9151788644476,0.1111111111111111
2,1818.7494151771473,0.2222222222222222
3,1788.640843867481,0.3333333333333333
4,1746.8111317755458,0.4444444444444444
5,1690.2197414473037,0.5555555555555556
6,1464.9560951913022,0.6666666666666666
7,1556.3197448059998,0.7777777777777777
8,1513.0845195508875,0.8888888888888888
9,1535.5216292933349,1.0
10,1971.6103263427513,0.0
11,1867.7173778092777,0.1111111111111111
12,1591.5200496176396,0.2222222222222222
13,1989.6897220231447,0.3333333333333333
14,1934.0372236099265,0.4444444444444444
15,1874.5749469177274,0.5555555555555556
16,1462.0593270961651,0.6666666666666666
17,1638.700145082337,0.7777777777777777
18,1540.8188904435651,0.8888888888888888
19,1586.7436184033681,1.0
20,1915.7470383557134,0.0
21,1902.2007635066084,0.1111111111111111
22,1814.3064088226454,0.2222222222222222
23,1640.242587001303,0.3333333333333333
24,1911.4691100129169,0.4444444444444444
25,1813.0152475510915,0.5555555555555556
26,1709.0418324652817,0.6666666666666666
27,1562.0808221393129,0.7777777777777777
28,1453.2506277506475,0.8888888888888888
29,1526.6819669518538,1.0
30,1920.760224827745,0.0
31,1848.94336241585,0.1111111111111111
32,1806.8114642606454,0.2222222222222222
33,1819.0868296474782,0.3333333333333333
34,1638.9511034289865,0.4444444444444444
35,1521.432980682618,0.5555555555555556
36,1551.4725497324919,0.6666666666666666
37,1609.3412010861493,0.7777777777777777
38,1469.9362646037564,0.8888888888888888
39,1542.1244828020479,1.0
40,1925.8347875368095,0.0
41,1948.9126695421407,0.1111111111111111
42,1768.0173714311295,0.2222222222222222
43,1772.3032670684509,0.3333333333333333
44,1943.1346611286672,0.4444444444444444
45,1863.6827894967555,0.5555555555555556
46,1550.8349213411607,0.6666666666666666
47,1625.9775768276786,0.7777777777777777
48,1470.5910271594526,0.8888888888888888
49,1612.6761200197218,1.0
